Report generated on: 07-31-2020 08:32:12
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"","electricity net consumption (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-2-TGO-BKWH.A","        Togo","0.212","0.236","0.264","0.252","0.252","0.301","0.311","0.341","0.349","0.383","0.403","0.453","0.469","0.595","0.518","0.622","0.601","0.509","0.68","0.663","0.512","0.476","0.57","0.43","0.582","0.608","0.616","0.598","0.635","0.766","0.7913","0.8876","0.9767","1.0119","1.118","1.227","1.276","1.327","NA"
"INTL.2-2-TON-BKWH.A","        Tonga","0.00837","0.01116","0.01116","0.01116","0.01116","0.01116","0.01116","0.01488","0.0186","0.01953","0.02139","0.02232","0.02325","0.02325","0.02511","0.02604","0.02976","0.03162","0.03255","0.03069","0.0279","0.03441","0.03534","0.03906","0.04092","0.04185","0.04278","0.04464","0.0465","0.04743","0.04557","0.04464","0.04557","0.04464","0.04557","0.0465","0.04836","0.04836","NA"
"INTL.2-2-TTO-BKWH.A","        Trinidad and Tobago","1.706","1.964","2.378","2.42","2.47","2.446","2.799","2.949","2.981","2.883","3.065","3.035","3.285","3.275","3.369","3.636","3.82","4.289","4.442","4.505","4.734","4.879","4.879","5.74","5.678","6.249","6.471","6.966","7.047","7.087","7.715","8.007","8.349","8.701","9.074","9.461","9.864","10.158","NA"
"INTL.2-2-TUN-BKWH.A","        Tunisia","2.264","2.416","2.594","3.063","3.223","3.444","3.43","3.759","4.024","4.18","4.597","4.796","5.159","5.236","5.613","6.193","6.824","7.292","7.581","8.348","8.848","9.452","9.818","10.267","10.722","11.266","11.519","11.043","11.524","12.505","13.1","13.054","14.016","14.313","14.941","15.09","15.317","15.632","NA"
"INTL.2-2-TUR-BKWH.A","        Turkey","21.839","22.488","24.896","26.154","29.634","32.566","31.728","35.019","40.373","40.19","47.84","50.465","55.517","60.457","62.8","68.403","75.28","82.751","88.687","91.635","98.631","97.442","102.599","110.477","120.071","129.103","141.563","153.797","160.5","155.408","170.406","186.368","194.911","197.558","206.678","216.658","231.117","247.851","NA"
"INTL.2-2-TKM-BKWH.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","8.347","7.553","6.288","5.986","6.164","6.243","6.095","6.573","6.853","6.642","7.507","7.578","8.367","9.016","9.667","10.576","10.586","11.362","11.121","11.45","11.733","12.506","13.422","15.089","15.09","15.09","NA"
"INTL.2-2-TCA-BKWH.A","        Turks and Caicos Islands","0.00465","0.00465","0.00465","0.00465","0.00465","0.00465","0.00465","0.00465","0.00465","0.0093","0.01767","0.02139","0.02418","0.0279","0.03162","0.03441","0.03348","0.04464","0.0465","0.0558","0.06603","0.06975","0.08928","0.09579","0.1023","0.11532","0.13857","0.15903","0.17298","0.18228","0.18228","0.18135","0.18321","0.18228","0.19809","0.20925","0.21855","0.2232","NA"
"INTL.2-2-TUV-BKWH.A","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA"
"INTL.2-2-USIQ-BKWH.A","        U.S. Pacific Islands","0.12183","0.12648","0.12648","0.12927","0.1302","0.14415","0.14787","0.14694","0.15624","0.17484","0.17763","0.17949","0.14415","0.1488","0.15252","0.15531","0.15717","0.15624","0.15903","0.30132","0.31713","0.32364","0.33015","0.32922","0.3348","0.33945","0.35898","0.36642","0.36642","0.36921","0.57381","0.5487","0.56637","0.57567","0.58218","0.5859","0.55335","0.52266","NA"
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-2-VIR-BKWH.A","        U.S. Virgin Islands","0.69657","0.73563","0.74493","0.76539","0.76911","0.78678","0.80445","0.84165","0.84816","0.83049","0.85653","0.8742","0.89187","0.90954","0.92442","0.93651","0.94023","0.94395","0.94767","0.9486","0.935","0.878","0.888","0.888","0.897","0.785","0.794","0.801","0.774","0.804","0.756","0.725","0.716","0.67","0.648","0.648","0.638","0.465","NA"
"INTL.2-2-UGA-BKWH.A","        Uganda","0.30062","0.3046","0.31059","0.26281","0.35688","0.37276","0.36792","0.39502","0.43405","0.52226","0.60238","0.608729","0.801239","0.785296","0.821545","0.856857","0.924768","1.04843","0.99838","0.99652","1.352","1.349","1.368","1.501","1.656","1.828","1.491","1.869","2.195","2.235","2.391","2.542","2.857","3.397","3.57","3.477","3.505","3.461","NA"
"INTL.2-2-UKR-BKWH.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","210.563","193.509","169.769","162.786","146.652","140.108","132.827","128.34","125.121","125.92","127.038","132.959","139.897","142.143","147.998","152.943","152.751","137.64","152.518","156.279","154.119","151.729","143.29","133.556","133.173","123.718","NA"
"INTL.2-2-ARE-BKWH.A","        United Arab Emirates","5.456","5.309","7.724","8.823","9.445","10.615","11.149","11.883","12.911","13.27","14.519","14.628","14.73","14.567","15.602","21.21","22.56","24.871","29.595","34.015","36.196","37.484","40.683","42.935","45.511","52.701","57.971","68.574","70.875","76.41","84.871","86.122","89.082","92.2171","101.171","110.594","112.788","114.711","NA"
"INTL.2-2-GBR-BKWH.A","        United Kingdom","243.387","238.669","233.385","235.909","238.652","249.959","258.26","268.441","277.391","282.231","284.384","291.603","292.523","293.93","287.214","297.159","315.792","315.979","322.942","328.353","335.568","338.544","339.832","342.686","343.007","351.022","348.402","344.982","343.562","323.705","330.972","320.476","322.18","321.957","309.137","310.389","309.1861","306.878","NA"
"INTL.2-2-USA-BKWH.A","        United States","2094.448789","2147.103836","2086.44124","2150.955566","2285.796819","2323.973395","2368.752889","2457.272284","2578.06213","2751.833846","2833.500377","2881.358219","2893.527036","2997.257663","3077.271958","3159.916968","3250.260901","3298.311142","3421.608715","3479.790322","3587.673685","3557.23993502","3631.80851059","3662.21440664","3716.17793549","3811.3270179","3817.34677612","3890.93856573","3867.2975608","3725.26289639","3889.16226656","3886.42488245","3838.45701571","3876.46114181","3914.50668235","3914.29833034","3921.11840621","3888.46117256","4033.77245368"
"INTL.2-2-URY-BKWH.A","        Uruguay","2.745","3.119","2.888","2.999","3.144","3.145","3.282","3.464","3.722","3.601","5.091","4.107","4.201","4.54","4.733","5.04","5.112","5.591","6.343","6.201","6.474","6.642","6.147","6.033","6.228","6.514","7.251","7.916","8.419","8.719","9.29","9.268","9.659","9.597","9.834","10.161","10.77","10.393","NA"
"INTL.2-2-UZB-BKWH.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","42.796","41.703","40.553","39.473","40.047","40.489","40.343","39.961","41.264","38.084","38.469","38.143","38.226","38.84","37.197","39.03","32.902","36.887","36.361","35.729","36.061","41.573","42.749","44.244","45.403","48.036","NA"
"INTL.2-2-VUT-BKWH.A","        Vanuatu","0.01767","0.0186","0.01953","0.02139","0.02232","0.02325","0.02325","0.02232","0.02232","0.02232","0.02232","0.02325","0.02511","0.02511","0.02511","0.02604","0.0279","0.03069","0.03255","0.03255","0.03627","0.03999","0.03906","0.03813","0.0372","0.03813","0.03906","0.04185","0.04836","0.04836","0.05394","0.054963","0.057846","0.059706","0.058776","0.06138","0.05859","0.054963","NA"
"INTL.2-2-VEN-BKWH.A","        Venezuela","26.837","32.284","32.123","35.139","37.229","39.397","39.753","42.965","47.087","46.132","46.928","49.451","53.23","54.594","55.203","56.17","57.842","59.848","61.171","59.932","62.506","64.959","64.04","65.413","69.503","72.298","78.014","79.893","83.554","83.766","88.152","91.185","93.875","95.13","56.763","77.845","70.023","69.494","NA"
"INTL.2-2-VNM-BKWH.A","        Vietnam","3.285","3.523","3.725","3.95","4.026","4.248","4.24","4.504","5.007","5.822","6.263","6.708","6.944","7.857","9.231","11.135","13.264","15.084","17.433","19.295","22.038","25.44","29.547","34.148","39.323","45.485","52.056","58.82","66.119","75.437","85.637","93.825","103.928","106.779","121.637","144.717","162.011","160.039","NA"
"INTL.2-2-WAK-BKWH.A","        Wake Island","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-2-ESH-BKWH.A","        Western Sahara","0.06696","0.06696","0.06789","0.06789","0.06789","0.06603","0.06882","0.07068","0.07161","0.07254","0.0744","0.0744","0.0744","0.0744","0.0744","0.07626","0.07626","0.07626","0.07626","0.0744","0.0744","0.0744","0.07905","0.07905","0.07905","0.07905","0.0837","0.0837","0.0837","0.0837","0","0","0","0","0","0","0","0","NA"
"INTL.2-2-YEM-BKWH.A","        Yemen","0.471","0.506","0.607","0.662","0.738","0.783","0.949","1.059","1.432","1.446","1.371","1.363","1.419","1.44","1.62","1.714","1.646","1.74","1.647","1.674","2.26","2.394","2.609","2.872","3.126","3.407","3.688","4.133","4.646","4.7","5.438","4.244","4.322","5.806","5.232","4.201","3.312","3.33","NA"
"INTL.2-2-ZMB-BKWH.A","        Zambia","5.79","6.273","6.191","6.264","6.309","6.343","6.242","6.604","6.66","5.092","6.05","5.958","5.988","5.98","5.954","6.138","5.683","6.525","6.253","5.909","6.182","6.57","7.121","7.568","8.267","8.629","8.699","8.252","7.517","7.468","7.996","8.808","10.551","11.086","10.956","11.697","11.114","12.379","NA"
"INTL.2-2-ZWE-BKWH.A","        Zimbabwe","6.902","7.036","7.174","6.95","7.106","7.145","7.851","8.13","8.308","9.24","9.948","9.418","8.3","8.773","8.2","8.49","8.793","9.559","9.013","9.676","10.411","10.074","10.176","10.28","9.979","10.432","10.202","8.995","7.535","7.155","7.479","7.9164","7.71","8.08","7.96","7.634","7.081","7.789","NA"
